id,Zone,Area,BlockStart,BlockEnd,PayBoxAddress,Dir,StreetName,StreetSU,Address,LOC,LAT,LNG,ExistingRevenue,RevenueValue,FineLevel,NumberSpaces,Required,FullUtilizationAmount,2013_2014FullUtilization,UtilizationRate,Impacted
1,1,317,5061,5065,5063,W,AGATITE,AVE,"5063 W AGATITE AVE, Chicago, IL","(41.961528, -87.7543578)",41.961528,-87.7543578,4685.7,4685.7,50,3,Non-CBD,26292,8764,0.1782,Impacted
2,1,467,1207,1215,1211,W,AINSLIE,ST,"1211 W AINSLIE ST, Chicago, IL","(41.9714328, -87.66019879999999)",41.9714328,-87.66019879999999,8904.19,8904.19,50,5,Non-CBD,43820,8764,0.2032,Impacted
3,1,491,1502,1516,1510,W,AINSLIE,ST,"1510 W AINSLIE ST, Chicago, IL","(41.971878, -87.6681734)",41.971878,-87.6681734,11741.48,11741.48,50,4,Non-CBD,35056,8764,0.3349,Impacted
4,1,491,1501,1527,1513,W,AINSLIE,ST,"1513 W AINSLIE ST, Chicago, IL","(41.9718522, -87.6680507)",41.9718522,-87.6680507,33735.98,33735.98,50,12,Non-CBD,105168,8764,0.3208,Impacted
5,1,496,2431,2433,2433,W,AINSLIE,ST,"2433 W AINSLIE ST, Chicago, IL","(41.9707953, -87.69024089999999)",41.9707953,-87.69024089999999,1462.51,1462.51,50,2,Non-CBD,11268,5634,0.1298,Impacted
6,1,506,5226,5232,5230,W,AINSLIE,ST,"5230 W AINSLIE ST, Chicago, IL","(41.9696626, -87.7585862)",41.9696626,-87.7585862,733.63,733.63,50,3,Non-CBD,16902,5634,0.0434,Impacted
7,1,456,3941,3957,3949,N,ALBANY,AVE,"3949 N ALBANY AVE, Chicago, IL","(41.9533882, -87.7055266)",41.9533882,-87.7055266,853.69,853.69,50,8,Non-CBD,45072,5634,0.0189,Impacted
8,1,456,3938,3952,3948,N,ALBANY,AVE,"3948 N ALBANY AVE, Chicago, IL","(41.9533923, -87.70556359999999)",41.9533923,-87.70556359999999,505.68,505.68,50,6,Non-CBD,33804,5634,0.015,Impacted
9,1,498,4803,4811,4807,N,ALBANY,AVE,"4807 N ALBANY AVE, Chicago, IL","(41.9687094, -87.7060005)",41.9687094,-87.7060005,6477.67,6477.67,50,4,Non-CBD,22536,5634,0.2874,Impacted
10,1,498,4804,4808,4806,N,ALBANY,AVE,"4806 N ALBANY AVE, Chicago, IL","(41.9685965, -87.70603249999999)",41.9685965,-87.70603249999999,4723.95,4723.95,50,3,Non-CBD,16902,5634,0.2795,Impacted
11,1,468,946,954,950,W,ARGYLE,ST,"950 W ARGYLE ST, Chicago, IL","(41.9733334, -87.6542157)",41.9733334,-87.6542157,10723.59,10723.59,50,5,Non-CBD,43820,8764,0.2447,Impacted
12,1,468,947,953,951,W,ARGYLE,ST,"951 W ARGYLE ST, Chicago, IL","(41.9733058, -87.6542262)",41.9733058,-87.6542262,6255.34,6255.34,50,4,Non-CBD,35056,8764,0.1784,Impacted
13,1,468,1002,1030,1016,W,ARGYLE,ST,"1016 W ARGYLE ST, Chicago, IL","(41.9734741, -87.65571249999999)",41.9734741,-87.65571249999999,25785.81,25785.81,50,10,Non-CBD,87640,8764,0.2942,Impacted
14,1,468,1001,1025,1019,W,ARGYLE,ST,"1019 W ARGYLE ST, Chicago, IL","(41.973176, -87.6558352)",41.973176,-87.6558352,24218.85,24218.85,50,11,Non-CBD,96404,8764,0.2512,Impacted
15,1,468,1040,1066,1056,W,ARGYLE,ST,"1056 W ARGYLE ST, Chicago, IL","(41.9734212, -87.657175)",41.9734212,-87.657175,34183.75,34183.75,50,11,Non-CBD,96404,8764,0.3546,Impacted
16,1,468,1049,1063,1059,W,ARGYLE,ST,"1059 W ARGYLE ST, Chicago, IL","(41.9730893, -87.65733809999999)",41.9730893,-87.65733809999999,27094.04,27094.04,50,8,Non-CBD,70112,8764,0.3864,Impacted
17,1,468,1104,1138,1106,W,ARGYLE,ST,"1106 W ARGYLE ST, Chicago, IL","(41.973284, -87.6582562)",41.973284,-87.6582562,15651.46,15651.46,50,6,Non-CBD,52584,8764,0.2976,Impacted
18,1,468,1104,1138,1132,W,ARGYLE,ST,"1132 W ARGYLE ST, Chicago, IL","(41.9732669, -87.6590691)",41.9732669,-87.6590691,31373.53,31373.53,50,5,Non-CBD,43820,8764,0.716,Impacted
19,1,468,1103,1143,1137,W,ARGYLE,ST,"1137 W ARGYLE ST, Chicago, IL","(41.9732354, -87.6592572)",41.9732354,-87.6592572,50170.04,50170.04,50,8,Non-CBD,70112,8764,0.7156,Impacted
20,1,468,1103,1143,1109,W,ARGYLE,ST,"1109 W ARGYLE ST, Chicago, IL","(41.97304099999999, -87.6581719)",41.97304099999999,-87.6581719,24687.22,24687.22,50,5,Non-CBD,43820,8764,0.5634,Impacted
21,1,467,1204,1212,1206,W,ARGYLE,ST,"1206 W ARGYLE ST, Chicago, IL","(41.97267919999999, -87.66010759999999)",41.97267919999999,-87.66010759999999,11974.66,11974.66,50,4,Non-CBD,35056,8764,0.3416,Impacted
22,1,467,1203,1211,1209,W,ARGYLE,ST,"1209 W ARGYLE ST, Chicago, IL","(41.9726509, -87.66015689999999)",41.9726509,-87.66015689999999,16465.75,16465.75,50,6,Non-CBD,52584,8764,0.3131,Impacted
23,1,310,2409,2413,2411,W,ARMITAGE,AVE,"2411 W ARMITAGE AVE, Chicago, IL","(41.9175646, -87.6877116)",41.9175646,-87.6877116,10021.3,10021.3,50,3,Non-CBD,24726,8242,0.4053,Impacted
24,1,310,2441,2451,2443,W,ARMITAGE,AVE,"2443 W ARMITAGE AVE, Chicago, IL","(41.917407, -87.6890589)",41.917407,-87.6890589,5679.27,5679.27,50,5,Non-CBD,43820,8764,0.1296,Impacted
25,1,303,3202,3234,3212,W,ARMITAGE,AVE,"3212 W ARMITAGE AVE, Chicago, IL","(41.9176969, -87.707758)",41.9176969,-87.707758,18572.55,18572.55,50,11,Non-CBD,84920,7720,0.2187,Impacted
26,1,303,3209,3233,3215,W,ARMITAGE,AVE,"3215 W ARMITAGE AVE, Chicago, IL","(41.9172192, -87.70778299999999)",41.9172192,-87.70778299999999,16077.78,16077.78,50,7,Non-CBD,57694,8242,0.2787,Impacted
27,1,303,3254,3270,3260,W,ARMITAGE,AVE,"3260 W ARMITAGE AVE, Chicago, IL","(41.9173828, -87.70943009999999)",41.9173828,-87.70943009999999,5823.27,5823.27,50,8,Non-CBD,61760,7720,0.0943,Impacted
28,1,303,3255,3281,3267,W,ARMITAGE,AVE,"3267 W ARMITAGE AVE, Chicago, IL","(41.917084, -87.709649)",41.917084,-87.709649,7471.78,7471.78,50,10,Non-CBD,82420,8242,0.0907,Impacted
29,1,303,3302,3328,3314,W,ARMITAGE,AVE,"3314 W ARMITAGE AVE, Chicago, IL","(41.9175716, -87.7110395)",41.9175716,-87.7110395,14135.13,14135.13,50,16,Non-CBD,123520,7720,0.1144,Impacted
30,1,303,3309,3333,3323,W,ARMITAGE,AVE,"3323 W ARMITAGE AVE, Chicago, IL","(41.9173327, -87.7112554)",41.9173327,-87.7112554,18820.75,18820.75,50,9,Non-CBD,74178,8242,0.2537,Impacted
31,1,303,3416,3428,3426,W,ARMITAGE,AVE,"3426 W ARMITAGE AVE, Chicago, IL","(41.9174517, -87.7129904)",41.9174517,-87.7129904,2325.34,2325.34,50,6,Non-CBD,46320,7720,0.0502,Impacted
32,1,303,3407,3435,3423,W,ARMITAGE,AVE,"3423 W ARMITAGE AVE, Chicago, IL","(41.917044, -87.71289)",41.917044,-87.71289,1800.17,1800.17,50,11,Non-CBD,90662,8242,0.0199,Impacted
33,1,303,3504,3524,3510,W,ARMITAGE,AVE,"3510 W ARMITAGE AVE, Chicago, IL","(41.917582, -87.714073)",41.917582,-87.714073,522.06,522.06,50,10,Non-CBD,77200,7720,0.0068,Impacted
34,1,303,3511,3535,3515,W,ARMITAGE,AVE,"3515 W ARMITAGE AVE, Chicago, IL","(41.917025, -87.714218)",41.917025,-87.714218,1540.74,1540.74,50,8,Non-CBD,65936,8242,0.0234,Impacted
35,1,303,3546,3572,3552,W,ARMITAGE,AVE,"3552 W ARMITAGE AVE, Chicago, IL","(41.9175033, -87.71572049999999)",41.9175033,-87.71572049999999,3102.51,3102.51,50,11,Non-CBD,84920,7720,0.0365,Impacted
36,1,303,3555,3579,3563,W,ARMITAGE,AVE,"3563 W ARMITAGE AVE, Chicago, IL","(41.917003, -87.71596)",41.917003,-87.71596,6672.17,6672.17,50,13,Non-CBD,107146,8242,0.0623,Impacted
37,1,350,3613,3625,3621,W,ARMITAGE,AVE,"3621 W ARMITAGE AVE, Chicago, IL","(41.9170653, -87.71761769999999)",41.9170653,-87.71761769999999,3462.9,3462.9,50,5,Non-CBD,43820,8764,0.079,Impacted
38,1,350,3632,3648,3644,W,ARMITAGE,AVE,"3644 W ARMITAGE AVE, Chicago, IL","(41.9172746, -87.7186363)",41.9172746,-87.7186363,3843.77,3843.77,50,5,Non-CBD,43820,8764,0.0877,Impacted
39,1,350,3643,3653,3649,W,ARMITAGE,AVE,"3649 W ARMITAGE AVE, Chicago, IL","(41.916994, -87.718699)",41.916994,-87.718699,2290.24,2290.24,50,4,Non-CBD,35056,8764,0.0653,Impacted
40,1,350,3702,3720,3710,W,ARMITAGE,AVE,"3710 W ARMITAGE AVE, Chicago, IL","(41.91751, -87.719762)",41.91751,-87.719762,2464.28,2464.28,50,9,Non-CBD,78876,8764,0.0312,Impacted
41,1,350,3713,3727,3717,W,ARMITAGE,AVE,"3717 W ARMITAGE AVE, Chicago, IL","(41.916986, -87.71996800000001)",41.916986,-87.71996800000001,1141.37,1141.37,50,4,Non-CBD,35056,8764,0.0326,Impacted
42,1,350,3740,3754,3746,W,ARMITAGE,AVE,"3746 W ARMITAGE AVE, Chicago, IL","(41.9172574, -87.7210382)",41.9172574,-87.7210382,1714.24,1714.24,50,8,Non-CBD,70112,8764,0.0244,Impacted
43,1,350,3737,3755,3747,W,ARMITAGE,AVE,"3747 W ARMITAGE AVE, Chicago, IL","(41.9172292, -87.72108229999999)",41.9172292,-87.72108229999999,3873.9,3873.9,50,11,Non-CBD,96404,8764,0.0402,Impacted
44,1,347,3939,3957,3947,W,ARMITAGE,AVE,"3947 W ARMITAGE AVE, Chicago, IL","(41.9171783, -87.72593379999999)",41.9171783,-87.72593379999999,2164.26,2164.26,50,6,Non-CBD,52584,8764,0.0412,Impacted
45,1,347,4002,4024,4014,W,ARMITAGE,AVE,"4014 W ARMITAGE AVE, Chicago, IL","(41.9173711, -87.7272167)",41.9173711,-87.7272167,13658.64,13658.64,50,8,Non-CBD,70112,8764,0.1948,Impacted
46,1,347,4011,4023,4017,W,ARMITAGE,AVE,"4017 W ARMITAGE AVE, Chicago, IL","(41.916808, -87.727293)",41.916808,-87.727293,11438.42,11438.42,50,7,Non-CBD,61348,8764,0.1865,Impacted
47,1,347,4034,4050,4042,W,ARMITAGE,AVE,"4042 W ARMITAGE AVE, Chicago, IL","(41.9171822, -87.7283539)",41.9171822,-87.7283539,6221.02,6221.02,50,8,Non-CBD,70112,8764,0.0887,Impacted
48,1,347,4039,4057,4047,W,ARMITAGE,AVE,"4047 W ARMITAGE AVE, Chicago, IL","(41.9168592, -87.7284689)",41.9168592,-87.7284689,6587.15,6587.15,50,10,Non-CBD,87640,8764,0.0752,Impacted
49,1,347,4102,4124,4112,W,ARMITAGE,AVE,"4112 W ARMITAGE AVE, Chicago, IL","(41.917397, -87.729613)",41.917397,-87.729613,7649.15,7649.15,50,12,Non-CBD,105168,8764,0.0727,Impacted
50,1,347,4111,4119,4115,W,ARMITAGE,AVE,"4115 W ARMITAGE AVE, Chicago, IL","(41.9168796, -87.729652)",41.9168796,-87.729652,4799.39,4799.39,50,6,Non-CBD,52584,8764,0.0913,Impacted
51,1,347,4134,4150,4142,W,ARMITAGE,AVE,"4142 W ARMITAGE AVE, Chicago, IL","(41.9173797, -87.7307494)",41.9173797,-87.7307494,7498.12,7498.12,50,9,Non-CBD,78876,8764,0.0951,Impacted
52,1,347,4133,4153,4145,W,ARMITAGE,AVE,"4145 W ARMITAGE AVE, Chicago, IL","(41.9168499, -87.730807)",41.9168499,-87.730807,5870.69,5870.69,50,4,Non-CBD,35056,8764,0.1675,Impacted
53,1,347,4204,4224,4216,W,ARMITAGE,AVE,"4216 W ARMITAGE AVE, Chicago, IL","(41.9171281, -87.7322253)",41.9171281,-87.7322253,4465.04,4465.04,50,11,Non-CBD,96404,8764,0.0463,Impacted
54,1,347,4215,4223,4217,W,ARMITAGE,AVE,"4217 W ARMITAGE AVE, Chicago, IL","(41.917102, -87.73210329999999)",41.917102,-87.73210329999999,984.95,984.95,50,5,Non-CBD,43820,8764,0.0225,Impacted
55,1,347,4238,4244,4242,W,ARMITAGE,AVE,"4242 W ARMITAGE AVE, Chicago, IL","(41.9173068, -87.7331402)",41.9173068,-87.7331402,7201.8,7201.8,50,6,Non-CBD,52584,8764,0.137,Impacted
56,1,347,4239,4255,4249,W,ARMITAGE,AVE,"4249 W ARMITAGE AVE, Chicago, IL","(41.9168253, -87.73338059999999)",41.9168253,-87.73338059999999,13881.63,13881.63,50,9,Non-CBD,78876,8764,0.176,Impacted
57,1,347,4302,4322,4306,W,ARMITAGE,AVE,"4306 W ARMITAGE AVE, Chicago, IL","(41.9171776, -87.7342867)",41.9171776,-87.7342867,2089.59,2089.59,50,6,Non-CBD,52584,8764,0.0397,Impacted
58,1,347,4315,4325,4315,W,ARMITAGE,AVE,"4315 W ARMITAGE AVE, Chicago, IL","(41.9170753, -87.73455489999999)",41.9170753,-87.73455489999999,1915.14,1915.14,50,3,Non-CBD,26292,8764,0.0728,Impacted
59,1,347,4334,4348,4340,W,ARMITAGE,AVE,"4340 W ARMITAGE AVE, Chicago, IL","(41.91732409999999, -87.7355552)",41.91732409999999,-87.7355552,3756.75,3756.75,50,8,Non-CBD,70112,8764,0.0536,Impacted
60,1,347,4335,4359,4343,W,ARMITAGE,AVE,"4343 W ARMITAGE AVE, Chicago, IL","(41.9167147, -87.7356362)",41.9167147,-87.7356362,1777.23,1777.23,50,7,Non-CBD,61348,8764,0.029,Impacted
61,1,347,4402,4426,4418,W,ARMITAGE,AVE,"4418 W ARMITAGE AVE, Chicago, IL","(41.917309, -87.73712599999999)",41.917309,-87.73712599999999,15585.98,15585.98,50,9,Non-CBD,78876,8764,0.1976,Impacted
62,1,347,4405,4423,4411,W,ARMITAGE,AVE,"4411 W ARMITAGE AVE, Chicago, IL","(41.9170404, -87.73668920000001)",41.9170404,-87.73668920000001,3935.66,3935.66,50,9,Non-CBD,78876,8764,0.0499,Impacted
63,1,348,4804,4818,4810,W,ARMITAGE,AVE,"4810 W ARMITAGE AVE, Chicago, IL","(41.917189, -87.746714)",41.917189,-87.746714,8165.55,8165.55,50,8,Non-CBD,70112,8764,0.1165,Impacted
64,1,348,4811,4821,4815,W,ARMITAGE,AVE,"4815 W ARMITAGE AVE, Chicago, IL","(41.916666, -87.746786)",41.916666,-87.746786,8692.25,8692.25,50,7,Non-CBD,61348,8764,0.1417,Impacted
65,1,482,6351,6357,6355,N,ARTESIAN,AVE,"6355 N ARTESIAN AVE, Chicago, IL","(41.9972311, -87.691063)",41.9972311,-87.691063,4522.11,4522.11,50,3,Non-CBD,16902,5634,0.2675,Impacted
66,1,482,6352,6358,6354,N,ARTESIAN,AVE,"6354 N ARTESIAN AVE, Chicago, IL","(41.9972073, -87.6910992)",41.9972073,-87.6910992,3127.72,3127.72,50,4,Non-CBD,22536,5634,0.1388,Impacted
67,1,482,6405,6413,6407,N,ARTESIAN,AVE,"6407 N ARTESIAN AVE, Chicago, IL","(41.99810350000001, -87.69109139999999)",41.99810350000001,-87.69109139999999,3146,3146,50,3,Non-CBD,16902,5634,0.1861,Impacted
68,1,482,6402,6410,6406,N,ARTESIAN,AVE,"6406 N ARTESIAN AVE, Chicago, IL","(41.9978107, -87.6911176)",41.9978107,-87.6911176,5225.05,5225.05,50,5,Non-CBD,28170,5634,0.1855,Impacted
69,1,605,5635,5647,5645,N,ASHLAND,AVE,"5645 N ASHLAND AVE, Chicago, IL","(41.9847893, -87.6697504)",41.9847893,-87.6697504,12844.77,12844.77,50,6,Non-CBD,71364,11894,0.18,Non-Impacted
70,1,605,5706,5724,5712,N,ASHLAND,AVE,"5712 N ASHLAND AVE, Chicago, IL","(41.9855082, -87.66993749999999)",41.9855082,-87.66993749999999,1258.4,1258.4,50,10,Non-CBD,118940,11894,0.0106,Non-Impacted
71,1,605,5728,5742,5736,N,ASHLAND,AVE,"5736 N ASHLAND AVE, Chicago, IL","(41.985923, -87.6699429)",41.985923,-87.6699429,352.98,352.98,50,9,Non-CBD,107046,11894,0.0033,Non-Impacted
72,1,478,7530,7542,7536,N,ASHLAND,AVE,"7536 N ASHLAND AVE, Chicago, IL","(42.0190095, -87.6715002)",42.0190095,-87.6715002,3697.16,3697.16,50,6,Non-CBD,52584,8764,0.0703,Impacted
73,1,478,7539,7547,7543,N,ASHLAND,AVE,"7543 N ASHLAND AVE, Chicago, IL","(42.0188201, -87.6713185)",42.0188201,-87.6713185,3842.01,3842.01,50,4,Non-CBD,35056,8764,0.1096,Impacted
74,1,318,3942,3952,3946,N,AUSTIN,AVE,"3946 N AUSTIN AVE, Chicago, IL","(41.9524295, -87.776769)",41.9524295,-87.776769,7035.87,7035.87,50,4,Non-CBD,35056,8764,0.2007,Impacted
75,1,318,3945,3947,3947,N,AUSTIN,AVE,"3947 N AUSTIN AVE, Chicago, IL","(41.9527069, -87.7766436)",41.9527069,-87.7766436,4844.76,4844.76,50,2,Non-CBD,15440,7720,0.3138,Impacted
76,1,434,2349,2353,2351,N,AVERS,AVE,"2351 N AVERS AVE, Chicago, IL","(41.9240191, -87.7230476)",41.9240191,-87.7230476,3535.79,3535.79,50,3,Non-CBD,16902,5634,0.2092,Impacted
77,1,434,2354,2356,2354,N,AVERS,AVE,"2354 N AVERS AVE, Chicago, IL","(41.9240053, -87.72308400000001)",41.9240053,-87.72308400000001,3090.52,3090.52,50,2,Non-CBD,11268,5634,0.2743,Impacted
78,1,434,2405,2411,2407,N,AVERS,AVE,"2407 N AVERS AVE, Chicago, IL","(41.9246968, -87.7230628)",41.9246968,-87.7230628,384.53,384.53,50,4,Non-CBD,22536,5634,0.0171,Impacted
79,1,434,2404,2410,2406,N,AVERS,AVE,"2406 N AVERS AVE, Chicago, IL","(41.9246879, -87.7230994)",41.9246879,-87.7230994,841.86,841.86,50,5,Non-CBD,28170,5634,0.0299,Impacted
80,1,461,3951,3969,3961,N,AVONDALE,AVE,"3961 N AVONDALE AVE, Chicago, IL","(41.9530042, -87.7311695)",41.9530042,-87.7311695,827.4,827.4,50,16,Non-CBD,90144,5634,0.0092,Impacted
81,1,461,3970,3978,3972,N,AVONDALE,AVE,"3972 N AVONDALE AVE, Chicago, IL","(41.9531337, -87.7314522)",41.9531337,-87.7314522,1179.7,1179.7,50,13,Non-CBD,73242,5634,0.0161,Impacted
82,1,469,1146,1154,1152,W,BALMORAL,AVE,"1152 W BALMORAL AVE, Chicago, IL","(41.9800015, -87.65944999999999)",41.9800015,-87.65944999999999,2929.65,2929.65,50,6,Non-CBD,33804,5634,0.0867,Impacted
83,1,469,1147,1157,1153,W,BALMORAL,AVE,"1153 W BALMORAL AVE, Chicago, IL","(41.9799741, -87.6594492)",41.9799741,-87.6594492,4222.96,4222.96,50,6,Non-CBD,33804,5634,0.1249,Impacted
84,1,469,1204,1212,1208,W,BALMORAL,AVE,"1208 W BALMORAL AVE, Chicago, IL","(41.9799839, -87.6605213)",41.9799839,-87.6605213,2407.92,2407.92,50,5,Non-CBD,28170,5634,0.0855,Impacted
85,1,469,1203,1209,1207,W,BALMORAL,AVE,"1207 W BALMORAL AVE, Chicago, IL","(41.9799608, -87.6602679)",41.9799608,-87.6602679,3702.02,3702.02,50,4,Non-CBD,22536,5634,0.1643,Impacted
86,1,489,1472,1480,1476,W,BALMORAL,AVE,"1476 W BALMORAL AVE, Chicago, IL","(41.97986, -87.66773649999999)",41.97986,-87.66773649999999,11764.35,11764.35,50,5,Non-CBD,28170,5634,0.4176,Impacted
87,1,489,1475,1483,1479,W,BALMORAL,AVE,"1479 W BALMORAL AVE, Chicago, IL","(41.97983, -87.6679047)",41.97983,-87.6679047,11866.86,11866.86,50,5,Non-CBD,28170,5634,0.4213,Impacted
88,1,489,1502,1510,1504,W,BALMORAL,AVE,"1504 W BALMORAL AVE, Chicago, IL","(41.9798476, -87.6685305)",41.9798476,-87.6685305,13054.32,13054.32,50,5,Non-CBD,28170,5634,0.4634,Impacted
89,1,489,1507,1513,1511,W,BALMORAL,AVE,"1511 W BALMORAL AVE, Chicago, IL","(41.9797082, -87.66874419999999)",41.9797082,-87.66874419999999,11767.47,11767.47,50,4,Non-CBD,22536,5634,0.5222,Impacted
90,1,311,2734,2736,2736,W,BELDEN,AVE,"2736 W BELDEN AVE, Chicago, IL","(41.9227684, -87.6969716)",41.9227684,-87.6969716,1380.18,1380.18,50,1,Non-CBD,8764,8764,0.1575,Impacted
91,1,311,2733,2735,2733,W,BELDEN,AVE,"2733 W BELDEN AVE, Chicago, IL","(41.92293370000001, -87.69676609999999)",41.92293370000001,-87.69676609999999,1251.84,1251.84,50,1,Non-CBD,8764,8764,0.1428,Impacted
92,1,481,6354,6358,6356,N,BELL,AVE,"6356 N BELL AVE, Chicago, IL","(41.997314, -87.68622789999999)",41.997314,-87.68622789999999,3938.36,3938.36,50,3,Non-CBD,16902,5634,0.233,Impacted
93,1,481,6401,6405,6403,N,BELL,AVE,"6403 N BELL AVE, Chicago, IL","(41.9979423, -87.6862044)",41.9979423,-87.6862044,2613.36,2613.36,50,3,Non-CBD,16902,5634,0.1546,Impacted
94,1,481,6402,6406,6404,N,BELL,AVE,"6404 N BELL AVE, Chicago, IL","(41.9978643, -87.68623710000001)",41.9978643,-87.68623710000001,3452.02,3452.02,50,3,Non-CBD,16902,5634,0.2042,Impacted
95,1,455,2006,2020,2014,W,BELLE PLAINE,AVE,"2014 W BELLE PLAINE AVE, Chicago, IL","(41.956214, -87.6796279)",41.956214,-87.6796279,7260.89,7260.89,50,8,Non-CBD,70112,8764,0.1036,Impacted
96,1,455,2005,2029,2017,W,BELLE PLAINE,AVE,"2017 W BELLE PLAINE AVE, Chicago, IL","(41.9559567, -87.67961559999999)",41.9559567,-87.67961559999999,7196.69,7196.69,50,13,Non-CBD,113932,8764,0.0632,Impacted
97,1,317,4835,4861,4847,W,BELLE PLAINE,AVE,"4847 W BELLE PLAINE AVE, Chicago, IL","(41.955211, -87.7484597)",41.955211,-87.7484597,13923.67,13923.67,50,10,Non-CBD,87640,8764,0.1589,Impacted
98,1,317,4904,4910,4906,W,BELLE PLAINE,AVE,"4906 W BELLE PLAINE AVE, Chicago, IL","(41.9552262, -87.75003160000001)",41.9552262,-87.75003160000001,1559.73,1559.73,50,4,Non-CBD,35056,8764,0.0445,Impacted
99,1,317,4907,4917,4911,W,BELLE PLAINE,AVE,"4911 W BELLE PLAINE AVE, Chicago, IL","(41.95509759999999, -87.75025140000001)",41.95509759999999,-87.75025140000001,3290.89,3290.89,50,4,Non-CBD,35056,8764,0.0939,Impacted
100,1,332,3405,3423,3413,W,BELMONT,AVE,"3413 W BELMONT AVE, Chicago, IL","(41.9389894, -87.7131256)",41.9389894,-87.7131256,2585.34,2585.34,50,10,Non-CBD,82420,8242,0.0314,Impacted
101,1,332,3418,3436,3424,W,BELMONT,AVE,"3424 W BELMONT AVE, Chicago, IL","(41.9394996, -87.71383379999999)",41.9394996,-87.71383379999999,1151.36,1151.36,50,11,Non-CBD,84920,7720,0.0136,Impacted
102,1,332,3441,3455,3443,W,BELMONT,AVE,"3443 W BELMONT AVE, Chicago, IL","(41.9389723, -87.7141563)",41.9389723,-87.7141563,1268.96,1268.96,50,9,Non-CBD,74178,8242,0.0171,Impacted
103,1,332,3511,3525,3513,W,BELMONT,AVE,"3513 W BELMONT AVE, Chicago, IL","(41.9392202, -87.71562519999999)",41.9392202,-87.71562519999999,1013.88,1013.88,50,7,Non-CBD,57694,8242,0.0176,Impacted
104,1,463,4720,4728,4724,W,BELMONT,AVE,"4724 W BELMONT AVE, Chicago, IL","(41.938874, -87.7449225)",41.938874,-87.7449225,1878.03,1878.03,50,5,Non-CBD,38600,7720,0.0487,Impacted
105,1,463,4731,4761,4753,W,BELMONT,AVE,"4753 W BELMONT AVE, Chicago, IL","(41.9388321, -87.7460036)",41.9388321,-87.7460036,2491.03,2491.03,50,6,Non-CBD,49452,8242,0.0504,Impacted
106,1,463,4810,4842,4820,W,BELMONT,AVE,"4820 W BELMONT AVE, Chicago, IL","(41.9388391, -87.74746549999999)",41.9388391,-87.74746549999999,1969.98,1969.98,50,12,Non-CBD,92640,7720,0.0213,Impacted
107,1,463,4807,4835,4821,W,BELMONT,AVE,"4821 W BELMONT AVE, Chicago, IL","(41.93854899999999, -87.747812)",41.93854899999999,-87.747812,1004.64,1004.64,50,8,Non-CBD,65936,8242,0.0152,Impacted
108,1,463,4807,4835,4815,W,BELMONT,AVE,"4815 W BELMONT AVE, Chicago, IL","(41.93855200000001, -87.747587)",41.93855200000001,-87.747587,1944.8,1944.8,50,7,Non-CBD,57694,8242,0.0337,Impacted
109,1,338,5210,5246,5234,W,BELMONT,AVE,"5234 W BELMONT AVE, Chicago, IL","(41.938951, -87.758101)",41.938951,-87.758101,9423.51,9423.51,50,11,Non-CBD,96404,8764,0.0978,Impacted
110,1,338,5207,5257,5237,W,BELMONT,AVE,"5237 W BELMONT AVE, Chicago, IL","(41.9385607, -87.75813749999999)",41.9385607,-87.75813749999999,8229.81,8229.81,50,14,Non-CBD,122696,8764,0.0671,Impacted
111,1,338,5207,5257,5221,W,BELMONT,AVE,"5221 W BELMONT AVE, Chicago, IL","(41.938445, -87.757584)",41.938445,-87.757584,4103.66,4103.66,50,9,Non-CBD,78876,8764,0.052,Impacted
112,1,338,5302,5356,5306,W,BELMONT,AVE,"5306 W BELMONT AVE, Chicago, IL","(41.93892899999999, -87.759468)",41.93892899999999,-87.759468,2799.02,2799.02,50,13,Non-CBD,113932,8764,0.0246,Impacted
113,1,338,5302,5356,5340,W,BELMONT,AVE,"5340 W BELMONT AVE, Chicago, IL","(41.9386547, -87.7608626)",41.9386547,-87.7608626,3952.17,3952.17,50,6,Non-CBD,52584,8764,0.0752,Impacted
114,1,338,5309,5355,5345,W,BELMONT,AVE,"5345 W BELMONT AVE, Chicago, IL","(41.9386258, -87.7609739)",41.9386258,-87.7609739,5281.27,5281.27,50,13,Non-CBD,113932,8764,0.0464,Impacted
115,1,338,5309,5355,5315,W,BELMONT,AVE,"5315 W BELMONT AVE, Chicago, IL","(41.9385816, -87.75978060000001)",41.9385816,-87.75978060000001,4675.89,4675.89,50,7,Non-CBD,61348,8764,0.0762,Impacted
116,1,320,5403,5425,5419,W,BELMONT,AVE,"5419 W BELMONT AVE, Chicago, IL","(41.9383709, -87.7625429)",41.9383709,-87.7625429,7712.7,7712.7,50,6,Non-CBD,52584,8764,0.1467,Impacted
117,1,320,5416,5426,5422,W,BELMONT,AVE,"5422 W BELMONT AVE, Chicago, IL","(41.938895, -87.7626)",41.938895,-87.7626,9760.27,9760.27,50,5,Non-CBD,43820,8764,0.2227,Impacted
118,1,320,5438,5450,5440,W,BELMONT,AVE,"5440 W BELMONT AVE, Chicago, IL","(41.93881, -87.7632932)",41.93881,-87.7632932,7539.42,7539.42,50,5,Non-CBD,43820,8764,0.1721,Impacted
119,1,320,5433,5455,5455,W,BELMONT,AVE,"5455 W BELMONT AVE, Chicago, IL","(41.9383457, -87.7635933)",41.9383457,-87.7635933,4264.25,4264.25,50,12,Non-CBD,105168,8764,0.0405,Impacted
